,id,joined,kind,link,location,market,name,pitch,raised,size,stage,website
991,5817,Apr ’12,Startup,https://angel.co/company/e14n,Montreal,Open Source,E14N,"
Infrastructure for social software
","$2,395,000",1-10,-,e14n.com
992,3,Apr ’11,Startup,https://angel.co/company/eat-club,Silicon Valley,Restaurants,EAT Club,"
Great Food, Available to Everyone
","$46,500,000",501-1000,Series C,eatclub.com
993,5998,Dec ’12,Startup,https://angel.co/company/eduongo,Bellevue,Restaurants,EDUonGo,"
The fast and easy path to train your employees / students
","$710,000",11-50,Seed,eduongo.com
994,3414,Jun ’15,Startup,https://angel.co/company/endalgo,Seoul,Social Media Platforms,ENDALGO,"
Redefining the future of team sports
","$4,000,000",11-50,Seed,endalgo.com
995,4658,Sep ’12,Startup,https://angel.co/company/eneedo,Los Angeles,Private Social Networking,ENEEDO,"
Interactive Shopping App
","$120,000",1-10,Seed,ios.eneedo.com
996,3821,Jan ’13,Startup,https://angel.co/company/engodo,Utah,Big Data Analytics,ENGODO,"
Big data for Hollywood 2.0
","$150,000",11-50,Acquired,engodo.com
997,119,Jul ’15,Startup,https://angel.co/company/cantata,Atlanta,Mobile Commerce,EQQO,"
A community to listen, share and license music instrumentals
","$25,000",1-10,Seed,flawlesstracks.net
998,11567,Jul ’12,Startup,https://angel.co/company/esl-explorer,Waterloo,Language Learning,ESL Explorer,"
Expedia/Sabre for the $50B Language Travel Industry.
","$250,000",-,Seed,eslexplorer.com
999,11440,Jul ’14,Startup,https://angel.co/company/etc-education-technology-content,Miami,Mexico,ETC Education•Technology•Content,"
The new way to purchase textbooks
","$1,300,000",51-200,Series A,educatablet.com
1000,6002,Feb ’13,Startup,https://angel.co/company/etna-trader,New York City,Startups,ETNA,"
White label customizable online trading platform
","$750,000",51-200,Series A,etnasoft.com
1001,11455,Apr ’13,Startup,https://angel.co/company/ez-robot,San Francisco,Robotics,EZ-Robot,"
EZ-Robot is the world's most powerful and accessible robot software/hardware
","$1,000,000",11-50,Closed,ez-robot.com
1002,96,Feb ’15,Startup,https://angel.co/company/ezmove,Pune,E-Commerce,EZMove,"
","$165,000",11-50,Seed,ezmove.in
1003,9182,Sep ’10,Startup,https://angel.co/company/earbits-yc-w11,Los Angeles,Advertising Platforms,Earbits,"
Artists and Labels Bid for Online Radio Airtime to Acquire Fans and Market New Releases
","$1,465,000",1-10,Acquired,earbits.com
1004,12263,Apr ’15,Startup,https://angel.co/company/earlyplan,San Jose,Mobile Commerce,EarlyPlan,"
Gamified E-Commerce platform 
","$350,000",-,Seed,earlyplan.com
1005,379,Dec ’12,Startup,https://angel.co/company/earshot,Chicago,Social Media Monitoring,Earshot,"
Advanced social media filtering
","$1,700,000",11-50,IPO,earshotinc.com
1006,2379,Feb ’14,Startup,https://angel.co/company/easely,-,Art,Easely,"
Rent and Rotate Artwork
","$220,000",1-10,Seed,easelyapp.com
1007,556,Oct ’12,Startup,https://angel.co/company/easy-pairings,New York City,Restaurants,Easy Pairings,"
Restaurant Staffing Made Simple
","$40,000",1-10,-,easypairings.com
1008,11527,Jul ’13,Startup,https://angel.co/company/easy-ten,Moscow,Mobile Application,Easy Ten,"
A mobile app for memorizing 10 foreign words per day.
","$450,000",11-50,Seed,easy10.com
1009,10020,May ’15,Startup,https://angel.co/company/easycredito,Brazii,Credit,EasyCrédito,"
The "" Amazon "" of credit
","$272,000",1-10,Seed,easycredito.me
1010,2435,Jun ’13,Startup,https://angel.co/company/easyrenting,Delhi,Rental Housing,EasyRenting,"
Property Rental Services
","$70,000",1-10,Seed,EasyRenting.com
1011,11397,Mar ’14,Startup,https://angel.co/company/easygenerator-1,Rotterdam,E Learn,Easygenerator,"
Create awesome eLearning courses.
","$2,000,000",1-10,Seed,easygenerator.com
1012,73,Mar ’13,Startup,https://angel.co/company/easysize,Copenhagen,SaaS,Easysize,"
The world's leading AI-powered size and fit recommendation platform for apparel and shoes
","$500,000",1-10,Seed,easysize.me
1013,11675,Jul ’12,Startup,https://angel.co/company/ebuzzing,Paris,Online Video Advertising,Ebuzzing,"
THE GLOBAL EXPERTS IN VIDEO ADVERTISING
","$353,300,000",201-500,Acquired,ebuzzing.com
1014,13423,Dec ’13,Startup,https://angel.co/company/echobox,London,Big Data,Echobox,"
","$3,400,000",11-50,,echobox.com
1015,3833,Aug ’13,Startup,https://angel.co/company/echovate,Charleston,Human Resources,Echovate,"
Social intelligence platform that replicates student success
","$500,000",1-10,Seed,echovate.com
1016,61,Feb ’11,Startup,https://angel.co/company/eco-market,London,Organic,Eco Market,"
'Etsy for Eco'
","$1,028,940",1-10,-,ecomarket.com
1017,235,Apr ’15,Startup,https://angel.co/company/ecofactor,Redwood City,Energy Efficiency,EcoFactor,"
Automated Energy Saving Services
","$23,900,000",11-50,-,ecofactor.com
1018,5927,May ’14,Startup,https://angel.co/company/ecohabitude,New York City,Startups,Ecohabitude,"
A p2p marketplace to buy, sell & discover socially conscious & ethical brands. 
","$1,200,000",1-10,Seed,ecohabitude.com
1019,453,Oct ’11,Startup,https://angel.co/company/ecquire,Earth,Sales Automation,Ecquire,"
One interface for the Cloud.
","$475,000",1-10,Seed,ecquire.com
1020,11371,Aug ’12,Startup,https://angel.co/company/edsurge,San Francisco,Email Newsletters,EdSurge,"
Edtech insights for decision makers
","$2,860,000",11-50,Series A,about.edsurge.com
1021,11641,May ’15,Startup,https://angel.co/company/edbrix,Dallas,K-12 Education,Edbrix Inc,"
3Cs of Education - Collaborate, Communicate, and Content management.  
","$150,000",11-50,Seed,edbrix.com
1022,5147,May ’13,Startup,https://angel.co/company/edgar-2,London,Brand,Edgar,"
Turning companies into brands with powerful stories.  
","$70,000",1-10,,edgartells.me
1023,8099,Apr ’14,Startup,https://angel.co/company/edgesecure,San Diego,Blockchains,Edge (formerly Airbitz),"
Edge Security Platform for Bitcoin & Digital Assets
","$825,000",11-50,Seed,edgesecure.co
1024,2810,Jul ’11,Startup,https://angel.co/company/edgecase-formerly-compare-metrics,Austin,Semantic Search,Edgecase (formerly Compare Metrics),"
White-Label Product Discovery Platform for Retailers
","$16,275,000",11-50,Acquired,edgecase.io
1025,383,Mar ’13,Startup,https://angel.co/company/edgeflip,Chicago,Nonprofits,Edgeflip,"
SociallyMinded: Data-Charged MailChimp for Facebook
","$1,800,000",1-10,Seed,edgeflip.com
1026,5807,Aug ’13,Startup,https://angel.co/company/edgefolio,London,Hedge Funds,Edgefolio,"
Web platform connecting institutional investors with relevant hedge funds.
","$2,675,000",11-50,Seed,edgefolio.com
1027,4747,Feb ’12,Startup,https://angel.co/company/edoome,Palo Alto,K-12 Education,Edoome,"
Connecting schools, teachers and parents to communicate and collaborate
","$160,000",1-10,Seed,edoome.com
1028,2536,Jan ’14,Startup,https://angel.co/company/edpuzzle,Mountain View,Education,Edpuzzle,"
Make any video your lesson
","$2,800,000",11-50,,edpuzzle.com
1029,11521,Sep ’15,Startup,https://angel.co/company/education-framework-1,Bend,K-12 Education,Education Framework,"
Student Privacy Management for Schools
","$510,000",1-10,Seed,educationframework.com
1030,144,Mar ’12,Startup,https://angel.co/company/educreations,Palo Alto,K-12 Education,Educreations,"
Teach what you know, learn what you don't
","$2,200,000",1-10,Series A,educreations.com
1031,2534,Jul ’13,Startup,https://angel.co/company/edufii,San Francisco Bay Area,Private Social Networking,Edufii,"
Mobile platform for connected coaching, disrupting the global instruction economy 
","$3,320,000",11-50,Acquired,edufii.com
1032,11402,Jul ’15,Startup,https://angel.co/company/edureka,Bengaluru,Training,Edureka,"
The World’s Leading Online Training Platform for Continued Learning
","$2,000,000",201-500,Series A,edureka.co
1033,148,Aug ’12,Startup,https://angel.co/company/edustation,-,Language Learning,Edustation,"
Learn, talk and enjoy learning foreign languages
","$270,000",1-10,,edustation.me
1034,4771,Dec ’12,Startup,https://angel.co/company/edventory,Chicago,K-12 Education,Edventory,"
Accelerating Professional Growth
","$15,000",1-10,Seed,edventory.com
1035,11644,Jan ’16,Startup,https://angel.co/company/edves-suite,Lagos,K-12 Education,Edves Suite,"
Automating processes and records in schools
","$120,000",11-50,Seed,edves.net
1036,433,Jan ’12,Startup,https://angel.co/company/efficiency-exchange,Washington DC,Supply Chain Management,Efficiency Exchange,"
Unlocking global manufacturing data
","$750,000",1-10,Seed,efficiencyexchange.com
1037,13319,Aug ’15,Startup,https://angel.co/company/eiqnetworks,Boston,Data Security,EiQ Networks,"
","$22,300,000",,Series C,eiqnetworks.com
1038,5411,Apr ’14,Startup,https://angel.co/company/ekaya,Cape Town,Technology,Ekaya,"
Trust, payments & magic for the rental space.
","$675,000",11-50,Seed,ekaya.com
1039,12594,Mar ’13,Startup,https://angel.co/company/eko-devices,Berkeley,Medical Devices,Eko,"
 A platform of devices, software, and decision support tools to improve cardiac care.
","$4,800,000",11-50,,ekodevices.com
1040,13893,Nov ’13,Startup,https://angel.co/company/elance,Mountain View,Crowdsourcing,Elance,"
Elance-oDesk is now Upwork: https://angel.co/upwork/
","$94,800,000",,-,elance.com
1041,252,Sep ’11,Startup,https://angel.co/company/elasticbox,San Francisco,Cloud Management,ElasticBox,"
Delivering application agility while providing operations stability
","$13,600,000",11-50,Acquired,elasticbox.com
1042,11758,Mar ’13,Startup,https://angel.co/company/elasticsearch,Los Altos,Open Source,ElasticSearch,"
Open Source, Distributed, RESTful Search Engine
","$104,000,000",51-200,Series C,elasticsearch.com
1043,12511,Jun ’14,Startup,https://angel.co/company/elation,San Francisco,Physicians,Elation Health,"
Clinical First platform for independent practices 
","$15,000,000",51-200,Series B,elationhealth.com
1044,7124,Apr ’13,Startup,https://angel.co/company/electronic-health-network,Charleston,Business Services,Electronic Health Network,"
Share Medical Records Securely
","$1,900,000",1-10,Seed,enhsc.com
1045,11424,Apr ’16,Startup,https://angel.co/company/elemeno-health,Oakland,Training,Elemeno Health,"
B2B SaaS virtual coach for frontline healthcare teams
","$1,635,000",11-50,Seed,elemenohealth.com
1046,11208,Feb ’13,Startup,https://angel.co/company/elements-brands,Charlotte,E-Commerce,Elements Brands,"
Scaling consumer brands through e-commerce and automation.
","$3,300,000",11-50,Series A,elementsbrands.com
1047,11820,Apr ’14,Startup,https://angel.co/company/elementum,Mountain View,Supply Chain Management,Elementum,"
Supply chain made simple.
","$67,000,000",51-200,,elementum.com
1048,3579,Aug ’12,Startup,https://angel.co/company/elepago,Monterrey,Mobile Payments,Elepago,"
Mobile payments and CRM for restaurants in Mexico and Latam.
","$425,000",1-10,Seed,elepago.mx
1049,11589,Mar ’13,Startup,https://angel.co/company/eliademy-1,Finland,Education,Eliademy,"
Democratising education with technology
","$220,000",11-50,Seed,eliademy.com
1050,12309,Oct ’12,Startup,https://angel.co/company/elimi,Sopot,Mobile Games,Elimi,"
Find SMART People Like YOU! Tinder + brain
","$135,000",1-10,Seed,ElimiApp.com
1051,11400,Aug ’14,Startup,https://angel.co/company/ellevation-education-1,Boston,Education Technology,Ellevation Education,"
Help English Language Learners Achieve Their Highest Aspirations
","$2,000,000",11-50,,ellevationeducation.com
1052,3975,Jun ’15,Startup,https://angel.co/company/ellevest,New York City,Investment Management,Ellevest,"
Dream Big. Invest Smart.
","$44,600,000",51-200,Series A,ellevest.com
1053,2905,Feb ’14,Startup,https://angel.co/company/elliptic,London,Law Enforcement,Elliptic,"
Blockchain Intelligence
","$7,000,000",11-50,Series A,elliptic.co
1054,12502,Dec ’14,Startup,https://angel.co/company/elysium-health,New York City,Science,Elysium Health,"
Our mission is to turn critical scientific advancements into accessible consumer products.
","$25,000,000",11-50,,elysiumhealth.com
1055,11985,Oct ’15,Startup,https://angel.co/company/emarsys-1,Indianapolis,,Emarsys,"
","$33,000,000",501-1000,Series A,emarsys.com
1056,3057,Jul ’12,Startup,https://angel.co/company/ematic-solutions,Singapore,Social Media,Ematic Solutions,"
Smarter Email Marketing, powered by AI.
","$2,060,000",51-200,Seed,ematicsolutions.com
1057,2420,Mar ’16,Startup,https://angel.co/company/embedded-brand,San Francisco,Mobile Advertising,Embedded Brand,"
Plugin : Directed advertising on Billions of Shipment Tracking pages / US Patent granted 
","$100,000",,Seed,embeddedbrand.com
1058,7204,Oct ’13,Startup,https://angel.co/company/embrace-mobile,Oxford,,Embrace Mobile,"
Making Market Research Mobile
","$500,000",1-10,Seed,web.archive.org
1059,443,Nov ’13,Startup,https://angel.co/company/getsmily,-,User Testing,Emolytics,"
Leveraging users' emotions right from any website
","$786,000",1-10,Seed,emolytics.com
1060,462,Jun ’13,Startup,https://angel.co/company/empeopled,Chicago,Ad Targeting,Empeopled,"
By the people. For the people. 
","$500,000",1-10,Seed,empeopled.com
1061,12167,Jul ’11,Startup,https://angel.co/company/empire-avenue,San Francisco,Social Media Platforms,Empire Avenue,"
A global marketplace for anyone to realize the value of their reputation and network
","$1,400,000",1-10,Acquired,empireavenue.com
1062,9264,Jun ’13,Startup,https://angel.co/company/empirical-synergies,Boston,SaaS,Empirical Synergies,"
BrandMatch Score - Scientific Platform to Identify Endorsers
","$275,000",1-10,,brandmatchscore.com
1063,7336,Aug ’13,Startup,https://angel.co/company/employtoy,New York City,Social Recruiting,EmployToy,"
Social network for recruiting and hiring
","$5,000",1-10,,EmployToy.com
1064,2240,Nov ’13,Startup,https://angel.co/company/empower-realty,Minneapolis,Real Estate Investors,Empower Realty,"
Disruptive, Highly Scalable, Virtual Real Estate Brokerage
","$1,776,808",1-10,Seed,EmpowerRealty.com
1065,13244,Feb ’15,Startup,https://angel.co/company/emprego-ligado,São Paulo,Employment,Emprego Ligado,"
Global pioneer in georecruitment solutions for emerging urban metropolises
","$7,000,000",11-50,Series A,empregoligado.com.br
1066,420,Nov ’12,Startup,https://angel.co/company/encorealert,San Francisco,Machine Learning,Encore,"
The first automated data scientist for marketers and PR
","$987,000",1-10,Seed,encorehq.com
1067,3836,Apr ’15,Startup,https://angel.co/company/encryptedlabs,Charlotte,Finance Technology,Encrypted Labs,"
Enterprise Blockchain Consulting
","$350,000",11-50,Seed,Encryptedlabs.com
1068,11880,Apr ’14,Startup,https://angel.co/company/endgame,Arlington,Cyber Security,Endgame,"
","$53,000,000",51-200,Series C,endgame.com
1069,441,Jun ’13,Startup,https://angel.co/company/energydeck,London,Energy Efficiency,EnergyDeck,"
Run Buildings Better
","£685,000",11-50,Seed,energydeck.com
1070,1000,Feb ’14,Startup,https://angel.co/company/energyhub,Brooklyn,Clean Technology,EnergyHub,"
","$33,100,363",11-50,-,energyhub.com
1071,301,Dec ’12,Startup,https://angel.co/company/enertiv,New York City,Big Data Analytics,Enertiv,"
We make buildings easier to operate, healthier to occupy, and more profitable to own
","$4,290,000",11-50,Seed,enertiv.com
1072,13375,Mar ’12,Startup,https://angel.co/company/enervee,Los Angeles,Energy Efficiency,Enervee,"
Nudging the world to shop efficient.
","$5,400,000",11-50,,enervee.com
1073,12002,Mar ’15,Startup,https://angel.co/company/engagio-1,San Mateo,Sales and,Engagio,"
The #1 B2B Marketing Engagement Platform
","$32,000,000",51-200,Series B,engagio.com
1074,112,Aug ’13,Startup,https://angel.co/company/engineroom360,Stockholm,Small and Medium Businesses,Engineroom360,"
Intelligent Commerce Promotion Platform
","$35,000",1-10,,engineroom360.com
1075,11288,Oct ’12,Startup,https://angel.co/company/englishcentral,Arlington,Language Learning,EnglishCentral,"
Teaching the World English with the World's Best Videos
","$12,500,000",51-200,Series C,englishcentral.com
1076,11423,Apr ’15,Startup,https://angel.co/company/enki,San Francisco,Training,Enki,"
Tech-enabled, modern skills training
","$1,500,000",11-50,Seed,enki.com
1077,12762,Oct ’14,Startup,https://angel.co/company/enlightiks,Palo Alto,Predictive Analytics,Enlightiks,"
Self Service Predictive Analytics
","$935,000",11-50,Seed,enlightiks.com
1078,12778,Nov ’13,Startup,https://angel.co/company/entac-medical,Memphis,Medical Devices,Entac Medical,"
Late-stage medical device for predictive and diagnostic medicine
","$830,000",1-10,Series A,entacmedical.com
1079,11957,Oct ’12,Startup,https://angel.co/company/entelo,San Francisco,Social Recruiting,Entelo,"
Build great teams. 
","$35,748,000",51-200,Series C,entelo.com
1080,2452,Apr ’13,Startup,https://angel.co/company/entrenaya,Buenos Aires Province,Fitness,EntrenaYa,"
Access to any class at any gym, paying for visit, or a flexible monthly subscription
","$50,000",1-10,Seed,entrenaya.com
1081,11243,Feb ’15,Startup,https://angel.co/company/envoy-helloenvoy,San Francisco,E-Commerce Platforms,Envoy - HelloEnvoy,"
Take better care of your parents
","$3,000,000",1-10,Seed,helloenvoy.com
1082,3293,Apr ’15,Startup,https://angel.co/company/epifinder,Scottsdale,SaaS,EpiFinder,"
The Google of Modern Medicine
","$53,000",11-50,Seed,epifinder.com
1083,12199,May ’17,Startup,https://angel.co/company/soma-games,Newberg,Kids,Epic Tales of Redwall,"
We're the CS Lewis of games making the 1st video games based on the bestselling books!
","$750,000",11-50,Seed,somagames.com
1084,12720,Jan ’14,Startup,https://angel.co/company/episona,Los Angeles,Medical Devices,Episona,"
Opening our minds to men's reproductive health
","$1,375,000",1-10,Seed,episona.com
1085,7266,Feb ’14,Startup,https://angel.co/company/equafy,Sofia,Web Development,Equafy,"
Cross Browser Testing - SaaS
","$175,000",1-10,Seed,equafy.com
1086,1151,Mar ’13,Startup,https://angel.co/company/equityzen,New York City,Investment Management,EquityZen,"
Private Markets for the Public // Pre-IPO Stock Marketplace
","$6,500,000",11-50,Series B,equityzen.com
1087,11603,Feb ’16,Startup,https://angel.co/company/erle-robotics-s-l,Vitoria-Gasteiz,Robotics,Erle Robotics S.L.,"
Artificial Brains for Robots
","$220,000",1-10,Seed,erlerobotics.com
1088,543,Apr ’13,Startup,https://angel.co/company/escapaide-travel,Austin,Hotels,Escapaide Travel,"
Data analytics platform for hotels
","$85,000",-,Seed,escapaide.com
1089,13078,Feb ’13,Startup,https://angel.co/company/esendex,Nottingham,Messaging,Esendex,"
Mobile messaging for businesses
","$17,000,000",51-200,Acquired,esendex.com
1090,12600,Jan ’14,Startup,https://angel.co/company/esprit-health,Texas,Healthcare,Esprit-Health,"
Apple store service meets Emergency Hospital
","$5,000,000",1-10,Series A,
1091,2596,May ’15,Startup,https://angel.co/company/essayjack,Toronto,Universities,EssayJack,"
Makes Essay Writing & Teaching Easy
","$380,000",1-10,,essayjack.com
1092,2336,Apr ’14,Startup,https://angel.co/company/essential-man,Los Angeles,Mobile Commerce,EssentialMan.com,"
Efficient Shopping by Matching Products to a Users Personality
","$400,000",1-10,Seed,essentialman.com
1093,2881,Jun ’13,Startup,https://angel.co/company/estify,Los Angeles,SaaS,Estify,"
Cloud solutions for the collision repair industry
","$8,600,000",1-10,Seed,estify.com
1094,4498,Apr ’11,Startup,https://angel.co/company/estimize,New York City,Crowdsourcing,Estimize,"
Crowdsourced alpha-capture 
","$8,600,000",11-50,Series A,estimize.com
1095,3709,Aug ’13,Startup,https://angel.co/company/eterniam,Seattle,Data Security,Eterniam,"
Create your digital estate
","$100,000",1-10,Seed,eterniam.com
1096,11829,Oct ’12,Startup,https://angel.co/company/euclid,San Francisco,Quantitative,Euclid,"
Illuminating identity and behavior for the physical world.
","$63,600,000",11-50,Series C,euclidanalytics.com
1097,3715,Oct ’14,Startup,https://angel.co/company/eumaco-maniacs,Dubai,Mobile,Eumaco Maniacs,"
A Mobile Application Development and Distribution Company 
","$100,000",11-50,Seed,eumacomaniacs.com
1098,9328,Mar ’13,Startup,https://angel.co/company/event0-never-miss-an-event,Copenhagen,Social Media Platforms,Event0 - From Zero To Hero,"
Your 24/7 On Demand Travel Tool
","€100,000",1-10,Seed,event0.com
1099,4975,Jan ’14,Startup,https://angel.co/company/eventsneaker-3,Middlesbrough,SaaS,EventSneaker,"
Online event promotion tools
","$830,000",1-10,Acquired,eventsneaker.com
1100,11591,Jan ’14,Startup,https://angel.co/company/eventap,Santa Monica,iPhone,Eventap,"
Create an Event in Seconds. Get Together. Have Fun. Share Memories.
","$200,000",1-10,Seed,eventap.me
1101,13207,Mar ’15,Startup,https://angel.co/company/eventbase-technology,Vancouver,Android,Eventbase Technology,"
Work with a mobile technology company that has a wicked client list & amazing culture!
","$8,000,000",51-200,Series B,eventbase.com
1102,13693,Feb ’14,Startup,https://angel.co/company/eventbrite,San Francisco,Events,Eventbrite,"
We bring the world together through live experiences.
","$402,150,000",1001-5000,-,eventbrite.com
1103,456,Aug ’12,Startup,https://angel.co/company/eventifier,Bengaluru,Events,Eventifier,"
Smartest way to archive your Events
","$500,000",1-10,Seed,eventifier.com
1104,11248,Oct ’12,Startup,https://angel.co/company/everfi,Washington DC,Education,EverFi,"
","$61,000,000",51-200,Series C,everfi.com
1105,11801,Jan ’17,Startup,https://angel.co/company/everstring,San Mateo,B2B,EverString Technology,"
Harness the Power of AI to Transform the Way You Grow Revenue
","$77,000,000",51-200,Series B,everstring.com
1106,2502,Mar ’13,Startup,https://angel.co/company/evertrue,Boston,Universities,EverTrue,"
Reinventing education fundraising
","$14,568,000",11-50,Series B,evertrue.com
1107,7173,Jan ’11,Startup,https://angel.co/company/evercontact-1,Paris,SaaS,Evercontact,"
ACQUIRED BY ONE MORE COMPANY INC.
","$770,000",11-50,Seed,evercontact.com
1108,11442,Apr ’18,Startup,https://angel.co/company/everest-education,Ho Chi Minh City,Vietnam,Everest Education,"
Personalized learning in Vietnam (TAL)
","$1,400,000",51-200,Series A,e2.com.vn
1109,3032,Jul ’11,Startup,https://angel.co/company/evergram,San Francisco,Messaging,Evergram,"
Send keepsake communications into the future with a 'trigger' release
","$2,400,000",1-10,Series A,evergram.com
1110,13335,Jul ’12,Startup,https://angel.co/company/everlaw,Berkeley,Legal,Everlaw,"
Unified platform for e-discovery and litigation
","$9,605,000",11-50,Series A,everlaw.com
1111,12644,Oct ’15,Startup,https://angel.co/company/everlywell,Austin,Diagnostics,EverlyWell,"
Next-Generation Health Testing Platform
","$3,000,000",11-50,Seed,everlywell.com
1112,5720,Jul ’12,Startup,https://angel.co/company/evermind,Nashville,Consumer Electronics,Evermind,"
Remote monitoring of home appliances and home medical equipment
","$7,100,000",1-10,Series A,evermind.us
1113,733,Aug ’11,Startup,https://angel.co/company/everpix,San Francisco,Photo Sharing,Everpix,"
Your photo mess, solved.
","$1,800,000",1-10,Acquired,everpix.com
1114,12534,Mar ’13,Startup,https://angel.co/company/everplans,New York City,Personal Health,Everplans,"
A new approach to end-of-life and death
","$11,920,002",11-50,Seed,everplans.com
1115,12574,Jul ’11,Startup,https://angel.co/company/everymove,Seattle,Quantified Self,EveryMove,"
Fitness inspiraton & goal motivation 
","$6,118,000",11-50,Acquired,everymove.org
1116,13629,Jun ’17,Startup,https://angel.co/company/everythink,San Francisco,Data Center Automation,Everythink,"
Intelligent assistants who dramatically simplify & augment human engagement.
","$200,000",11-50,Seed,everythink.ai
1117,12036,May ’13,Startup,https://angel.co/company/evidation,San Mateo,Big Data,Evidation Health,"
New ways to measure health in everyday life
","$27,200,000",51-200,Series A,evidation.com
1118,12038,Apr ’14,Startup,https://angel.co/company/evident-io,Dublin,Risk Management,Evident.io,"
Continuous Cloud Security at DevOps Velocity
","$27,050,000",11-50,Series A,evident.io
1119,13122,Sep ’13,Startup,https://angel.co/company/evie,Palo Alto,Android,Evie,"
AI-driven content recommendation engine based on your interests
","$12,600,000",11-50,Acquired,evie.com
1120,3259,Aug ’12,Startup,https://angel.co/company/evinance,Montreal,Personal Health,Evinance,"
Personalized Decision Support for Doctors and Patients
","$392,000",1-10,Acquired,evinance.com
1121,2684,Sep ’13,Startup,https://angel.co/company/exambler,New York City,Colleges,Exambler,"
Exam Management Made Easy
","$17,500",1-10,,exambler.com
1122,2650,Aug ’13,Startup,https://angel.co/company/examify,Mumbai,,Examify,"
The Smartest Way To Score More
","$80,000",1-10,-,examify.com
1123,11335,May ’14,Startup,https://angel.co/company/execonline,San Francisco,B2B,ExecOnline,"
Excellence for every executive.
","$6,910,000",51-200,Series A,execonline.com
1124,2325,Dec ’12,Startup,https://angel.co/company/exiles,San Francisco,Bridging Online and Offline,Exiles,"
Connecting out-of-market sports fans online and offline
","$425,000",1-10,Seed,exiles-inc.com
1125,11388,May ’13,Startup,https://angel.co/company/exolabs,Seattle,iPad,Exo Labs,"
iPad-connected cameras and apps for science and education
","$2,232,700",11-50,-,exolabs.com
1126,454,Jul ’12,Startup,https://angel.co/company/exotel,Bengaluru,B2B,Exotel,"
Reimagining enterprise communication over calls & SMS
","$500,000",51-200,Seed,exotel.com
1127,2475,Aug ’15,Startup,https://angel.co/company/exoticlengthz-1,New York City,Custom Retail,ExoticLengthz,"
$50 Weave Shop &High-end Hair Extension Supplier
","$20,000",1-10,Seed,exoticlengthz.com
1128,13233,Feb ’12,Startup,https://angel.co/company/expensify,San Francisco,Small and Medium Businesses,Expensify,"
Expense Reports that Don't Suck!
","$6,700,000",51-200,-,we.are.expensify.com
1129,12205,Jan ’16,Startup,https://angel.co/company/experimental-game,Berlin,TV Production,Experimental Game,"
Wordpress of playable media
","€1,000,000",11-50,Seed,gamebook.io
1130,2974,Feb ’13,Startup,https://angel.co/company/expertfile,Boston,SaaS,ExpertFile,"
The World's First Expert Network curated by Corporations & Institutions 
","$3,225,000",1-10,Seed,expertfile.com
1131,11441,Sep ’14,Startup,https://angel.co/company/expii,Pittsburgh,Edutainment,Expii,"
Learn Creatively
","$1,310,000",11-50,Seed,expii.com
1132,2127,Oct ’13,Startup,https://angel.co/company/extole,San Francisco,Internet,Extole,"
Acquire new customers at scale by rewarding the customers you have
","$19,000,000",51-200,Series C,Extole.com
1133,2633,Apr ’14,Startup,https://angel.co/company/extraaedge-com,Chandigarh,Sales Automation,ExtraaEdge,"
Data Science powered - Admission & Marketing CRM Automation for Education Enrolments
","$266,000",11-50,Seed,extraaedge.com
1134,12325,Mar ’16,Startup,https://angel.co/company/eyecons,Los Angeles,Digital Media,EyeCons,"
Customizable Candy Crush for Heightened Brand Engagement
","$165,000",1-10,,eyeconsthegame.com
1135,12775,Dec ’12,Startup,https://angel.co/company/eyeic,Philadelphia,Medical Devices,EyeIC,"
Early detection of retinal eye disease
","$797,400",1-10,-,eyeic.com
1136,8119,Sep ’13,Startup,https://angel.co/company/ezyinsights,Helsinki,Journalism,EzyInsights,"
EzyInsights is the fastest content discovery and news tracking tool for newsrooms.
","$808,620",1-10,Seed,ezyinsights.com
1137,2354,Sep ’13,Startup,https://angel.co/company/facturama,Mexico City,Accounting,FACTURAMA,"
We start from electronic invoice to provide accounting services and financial analisys
","$320,000",11-50,Seed,facturama.mx
1138,4628,Aug ’13,Startup,https://angel.co/company/fashory,Shanghai,Mobile Commerce,FASHORY,"
PERSONALISED SHOPPABLE MAGAZINE
","$250,000",1-10,Seed,bit.ly
1139,12422,Mar ’14,Startup,https://angel.co/company/fig-friendly-interactive-gadget,Cambridge,Android,FIG: Friendly Interactive Gadget,"
FIG is your fun and friendly, mobile personal assistant
","$20,000",1-10,,youtube.com
1140,7461,May ’15,Startup,https://angel.co/company/filld,San Francisco,Local Services,FILLD,"
Gas Delivered to Your Car
","$12,900,000",11-50,Series A,filld.com
1141,12745,Jan ’16,Startup,https://angel.co/company/fitpass-2,Delhi,Fitness,FITPASS,"
All-access pass to 1250+ gyms & fitness studios, personal nutritionists & workout videos
","$1,000,000",11-50,Seed,fitpass.co.in
1142,259,Jan ’13,Startup,https://angel.co/company/flyr,San Francisco,Finance Technology,FLYR,"
The Intelligent Platform for Airline Revenue Management
","$13,800,000",51-200,Series B,flyrlabs.com
1143,2292,Mar ’13,Startup,https://angel.co/company/forvm,San Francisco,Lead Generation,FORVM,"
A fun place to ask questions, share answers, and meet new people.
","$642,000",1-10,Seed,forvm.com
1144,2863,Feb ’17,Startup,https://angel.co/company/fossa,San Francisco,Developer Tools,FOSSA,"
Effortlessly comply with open source licenses.
","$11,200,000",11-50,Series A,fossa.com
