,joined,kind,link,location,market,name,pitch,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
3004,2013-02-01,Startup,https://angel.co/company/sensimob,San Francisco,Location Based Services,Sensimob,"
Field Team  Manager 
",100000,11-50,Seed,sensimob.com,6.8712328767123285,14553.429027113238,0,0,25.0
3005,2013-10-01,Startup,https://angel.co/company/sensiolabs,Paris,Open Source,SensioLabs,"
SensioLabs, creator of Symfony, the PHP framework
",6900000,51-200,Series A,sensiolabs.com,6.208219178082191,1111429.8323036188,1,0,125.0
3006,2014-02-01,Startup,https://angel.co/company/sentione,Gdańsk,Social Media Monitoring,SentiOne,"
Conversational AI Platform - Discover customer service automation with AI chatbots
",3500000,51-200,Series A,sentione.com,5.8712328767123285,596126.9248716752,1,0,125.0
3007,2013-11-01,Startup,https://angel.co/company/sentic-technologies,Chicago,SaaS,Sentic Technologies,"
We are pioneering the next level of data-driven moment marketing.
",1785000,11-50,Seed,sentictechnologies.com,6.123287671232877,291510.067114094,0,0,25.0
3008,2013-05-01,Startup,https://angel.co/company/sentimed,Montreal,Medical Devices,Sentimed,"
Telemedicine ERP reducing readmissions and unplanned hospitalizations
",500000,1-10,Seed,Website,6.627397260273972,75444.39851178174,0,0,5.0
3009,2013-09-01,Startup,https://angel.co/company/sepior-kmaas-aps,Copenhagen,Data Security,Sepior,"
Encryption for cloud services
",1000000,1-10,Seed,sepior.com,6.2904109589041095,158972.12543554007,0,0,5.0
3010,2013-04-01,Startup,https://angel.co/company/seratis,Boston,Communications Infrastructure,Seratis,"
Team transparency platform enabling care coordination for healthcare providers.
",890000,1-10,Acquired,seratis.com,6.7095890410958905,132645.97795018373,0,0,5.0
3011,2012-01-01,Startup,https://angel.co/company/server-density,London,Developer Tools,Server Density,"
A SaaS product to manage and monitor your infrastructure. 
",2050000,11-50,Acquired,serverdensity.com,7.958904109589041,257573.14974182443,1,0,25.0
3012,2013-09-01,Startup,https://angel.co/company/servimercado,San José,Location Based Services,ServiMercado,"
Angie's List for Latin America
",75000,1-10,Seed,servimercado.com,6.2904109589041095,11922.909407665506,0,0,5.0
3013,2014-11-01,Startup,https://angel.co/company/servicetitan-2,Atlanta,Canada,ServiceTitan,"
Leading Home Services Software
",325000000,501-1000,Series C,servicetitan.com,5.123287671232877,63435828.877005346,1,1,750.0
3014,2016-09-01,Startup,https://angel.co/company/sessionm,Boston,Mobile Advertising,SessionM,"
Mobile First Marketing Automation and Loyalty
",73500000,51-200,,sessionm.com,3.287671232876712,22356250.0,1,1,125.0
3015,2014-05-01,Startup,https://angel.co/company/settle-1,Kyivs'ka oblast,Mobile Commerce,Settle (Merged with Allset),"
Table and food pre-ordering
",1815000,11-50,,settleorder.com,5.627397260273972,322529.2112950341,0,0,25.0
3016,2015-10-01,Startup,https://angel.co/company/sevenhugs,San Francisco,Consumer Electronics,Sevenhugs,"
$14.6 million series A in June 2016! The smart home revolution on sevenhugs.com
",16350000,51-200,Series A,sevenhugs.com,4.208219178082191,3885253.9062500005,1,1,125.0
3017,2013-02-01,Startup,https://angel.co/company/sgnam,Italy,Food and Beverages,Sgnam,"
High-end restaurants delivered in 32 minutes
",68000,1-10,Seed,sgnam.it,6.8712328767123285,9896.331738437002,0,0,5.0
3018,2015-09-01,Startup,https://angel.co/company/shabdanagari,Delhi,Content,Shabdanagari,"
First Blogging and Social Networking Website in Hindi
",50000,11-50,Seed,shabdanagari.in,4.2904109589041095,11653.89527458493,0,0,25.0
3019,2013-09-01,Startup,https://angel.co/company/shake-1,New York City,Small and Medium Businesses,Shake,"
Square for contracts
",4000000,11-50,Acquired,shakelaw.com,6.2904109589041095,635888.5017421603,1,0,25.0
3020,2013-09-01,Startup,https://angel.co/company/shareagift,London,Consumers,ShareAGift,"
Social Network for Occasions
",2327250,1-10,Seed,shareagift.com,6.2904109589041095,369967.87891986064,1,0,5.0
3021,2012-04-01,Startup,https://angel.co/company/sharepractice,San Francisco,Mobile Health,SharePractice,"
Clinical Herbs and Supplements
",1300000,1-10,Seed,sharepractice.com,7.7095890410958905,168621.17981520967,0,0,5.0
3022,2013-09-01,Startup,https://angel.co/company/shareroot,San Francisco,Brand,ShareRoot,"
UGC and visual marketing platform
",4500000,11-50,,shareroot.co,6.2904109589041095,715374.5644599303,1,0,25.0
3023,2013-01-01,Startup,https://angel.co/company/sharethis,Palo Alto,Social Media Platforms,ShareThis,"
We make social data actionable
",45850000,51-200,-,sharethis.com,6.956164383561644,6591276.09294998,1,1,125.0
3024,2012-02-01,Startup,https://angel.co/company/shareyourcart-acquired-by-addshoppers,Sofia,E-Commerce Platforms,ShareYourCart (Acquired by AddShoppers),"
Friends Buy Smarter & Merchants Sell More
",66600,1-10,,shareyourcart.com,7.873972602739726,8458.246346555325,0,0,5.0
3025,2013-05-01,Startup,https://angel.co/company/shelfbucks,Austin,Mobile Advertising,Shelfbucks,"
Leading in-store beacon promotion platform for retail/brands
",8725000,11-50,Series A,shelfbucks.com,6.627397260273972,1316504.754030591,1,0,25.0
3026,2014-04-01,Startup,https://angel.co/company/sherpa-3,Australia,Crowdsourcing,Sherpa,"
Retail Logistics Technology
",1775000,1-10,Seed,sherpa.net.au,5.7095890410958905,310880.51823416504,0,0,5.0
3027,2013-08-01,Startup,https://angel.co/company/sherpadesk-1,San Francisco,Customer Service,SherpaDesk,"
Support and invoicing for personal service firms
",126000,1-10,Seed,sherpadesk.com,6.375342465753425,19763.644177051996,0,0,5.0
3028,2017-01-01,Startup,https://angel.co/company/shibumi,Austin,SaaS,Shibumi,"
Business Execution, Simplified.
",9650000,11-50,,shibumi.com,2.9534246575342467,3267393.3209647494,1,0,25.0
3029,2016-12-01,Startup,https://angel.co/company/shiftorg,San Francisco,Recruiting,Shift,"
Powering transformational work experiences leading to jobs veterans love
",4500000,11-50,Seed,shift.org,3.0383561643835617,1481064.021641118,1,0,25.0
3030,2012-02-01,Startup,https://angel.co/company/shiftgig,Chicago,Hospitality,Shiftgig,"
The mobile labor marketplace for the service industry
",35000000,51-200,Series B,shiftgig.com,7.873972602739726,4445024.356297843,1,1,125.0
3031,2013-05-01,Startup,https://angel.co/company/ship2myid,Santa Clara,Online Shopping,Ship2MyID,"
Ship anything to anyone without needing receiver's mailing address
",250000,11-50,-,ship2myid.com,6.627397260273972,37722.19925589087,0,0,25.0
3032,2014-06-01,Startup,https://angel.co/company/shipbob,Chicago,Shipping,ShipBob,"
Providing  Amazon level logistics to small businesses 
",22500000,501-1000,Series B,shipbob.com,5.542465753424658,4059565.002471577,1,1,750.0
3033,2013-04-01,Startup,https://angel.co/company/shiphawk,Santa Barbara,Logistics,ShipHawk,"
Smart Transportation Management System™
",6000000,51-200,Series A,shiphawk.com,6.7095890410958905,894242.5479787668,1,0,125.0
3034,2013-02-01,Startup,https://angel.co/company/shippable,Seattle,Developer Tools,Shippable,"
Ship code faster with an enterprise grade CI/CD platform built on Docker
",10050000,11-50,Series A,shippable.com,6.8712328767123285,1462619.6172248805,1,0,25.0
3035,2013-07-01,Startup,https://angel.co/company/shippo,San Francisco,Developer APIs,Shippo,"
Helping businesses succeed through shipping
",31025000,51-200,Series B,goshippo.com,6.46027397260274,4802427.905004241,1,1,125.0
3036,2014-02-01,Startup,https://angel.co/company/shoop-1,New York City,Retail Technology,Shoop,"
Google for offline shopping
",200000,1-10,,shoopon.com,5.8712328767123285,34064.39570695287,0,0,5.0
3037,2015-08-01,Startup,https://angel.co/company/shopjester-2,Danville,Mobile Commerce,ShopJester,"
Shop the Sales - Earn Rewards
",600000,1-10,Seed,shopjester.com,4.375342465753425,137132.12273011895,0,0,5.0
3038,2011-11-01,Startup,https://angel.co/company/shopsavvy,San Francisco,Mobile Commerce,ShopSavvy,"
The original mobile shopping application. 
",7700000,11-50,Acquired,shopsavvy.com,8.126027397260273,947572.4881995955,1,0,25.0
3039,2014-11-01,Startup,https://angel.co/company/shopistan,Lahore,E-Commerce,Shopistan,"
Omni-channel products, Managed E-commerce Services and a Marketplace
",300000,51-200,Seed,shopistan.pk,5.123287671232877,58556.14973262032,0,0,125.0
3040,2014-03-01,Startup,https://angel.co/company/shopline,Hong Kong,South East Asia,Shopline,"
DIY E-commerce Platform for Asia
",1200000,11-50,Seed,shoplineapp.com,5.794520547945205,207092.1985815603,0,0,25.0
3041,2010-10-01,Startup,https://angel.co/company/shoppable,New York City,Mobile Commerce,Shoppable,"
We make sites, videos, ads, & apps Shoppable®  via patented checkout technology 
",3500000,11-50,Series A,Shoppable.com,9.210958904109589,379982.1534800714,1,0,25.0
3042,2014-03-01,Startup,https://angel.co/company/shoppimon,Tel Aviv-Yafo,Online Shopping,Shoppimon,"
Business-aware application monitoring
",2300000,1-10,Seed,shoppimon.com,5.794520547945205,396926.71394799056,1,0,5.0
3043,2013-11-01,Startup,https://angel.co/company/shoptimise,Paris,Algorithms,Shoptimise,"
e-Grocery Purchasing Engine
",6150000,11-50,Series A,shoptimise.fr,6.123287671232877,1004362.4161073825,1,0,25.0
3044,2014-10-01,Startup,https://angel.co/company/shoptiques,New York City,Technology,Shoptiques,"
",2000000,11-50,,shoptiques.com,5.208219178082191,384008.41662283015,0,0,25.0
3045,2013-02-01,Startup,https://angel.co/company/shopular,Redwood City,Mobile Commerce,Shopular,"
Smart App for Mobile Shopping
",7400000,11-50,Seed,shopular.com,6.8712328767123285,1076953.7480063797,1,0,25.0
3046,2013-06-01,Startup,https://angel.co/company/shore,Munich,Online Reservations,Shore.com,"
Full Stack business software for SMBs.
",22250000,51-200,Series C,shore.com,6.542465753424658,3400858.458961474,1,1,125.0
3047,2016-04-01,Startup,https://angel.co/company/shortcut-media,Zurich,Mobile Advertising,Shortcut,"
AI-Powered App Growth Engine
",600000,1-10,Seed,shortcut.sc,3.706849315068493,161862.52771618625,0,0,5.0
3048,2015-02-01,Startup,https://angel.co/company/shortlist-2,San Francisco,B2B,Shortlist,"
Freelancer Management Platform (Alchemist Accelerator XIV)
",3800000,11-50,Seed,shortlist.co,4.8712328767123285,780089.9887514061,1,0,25.0
3049,2011-07-01,Startup,https://angel.co/company/showme,New York City,iPad,ShowMe,"
Distributed Khan Academy
",1340000,11-50,Seed,showme.com,8.463013698630137,158336.03107801877,0,0,25.0
3050,2014-11-01,Startup,https://angel.co/company/showdown_engine,San Francisco,Video Streaming,Showdown,"
Video game engagement SDK
",650000,1-10,Acquired,showdown.cc,5.123287671232877,126871.6577540107,0,0,5.0
3051,2013-09-01,Startup,https://angel.co/company/showpad,Chicago,SaaS,Showpad,"
The All-in-One Sales Enablement Platform
",60500000,201-500,Series C,showpad.com,6.2904109589041095,9617813.588850174,1,1,350.0
3052,2011-02-01,Startup,https://angel.co/company/shutl,London,Postal and Courier Services,Shutl,"
Giving Shoppers what they want, when they want it.
",6000000,1-10,Acquired,shutl.com,8.873972602739727,676134.6094473603,1,0,5.0
3053,2015-03-01,Startup,https://angel.co/company/shuttlerock,Los Angeles,Social Media,Shuttlerock,"
A Next Generation Brand Management Platform
",2350000,11-50,Series A,shuttlerock.com,4.794520547945205,490142.85714285716,1,0,25.0
3054,2013-05-01,Startup,https://angel.co/company/shyp,San Francisco,Logistics,Shyp,"
Shyp is shipping made easy. 
",62100000,51-200,Series B,shyp.com,6.627397260273972,9370194.29516329,1,1,125.0
3055,2012-06-01,Startup,https://angel.co/company/sian-s-plan,London,Families,Sian's Plan,"
Sian's Plan is a recipe planner & online grocery-shopping tool. 
",400000,1-10,Acquired,siansplan.com,7.542465753424658,53033.05484925536,0,0,5.0
3056,2011-11-01,Startup,https://angel.co/company/sickweather,Baltimore,Mobile Health,Sickweather,"
Waze for sickness.
",870000,1-10,Seed,sickweather.com,8.126027397260273,107063.38503034391,0,0,5.0
3057,2011-02-01,Startup,https://angel.co/company/sidecar-inc,Philadelphia,Search,Sidecar,"
Sidecar is a technology company dedicated to retail.
",18200000,51-200,,getsidecar.com,8.873972602739727,2050941.6486569927,1,1,125.0
3058,2014-12-01,Startup,https://angel.co/company/sidejobster,San Francisco,Location Based Services,Sidejobster,"
On Demand Service Providers 
",50000,1-10,Seed,sidejobster.com,5.041095890410959,9918.478260869566,0,0,5.0
3059,2013-11-01,Startup,https://angel.co/company/sidestep-1,Los Angeles,Mobile Commerce,Sidestep Technologies Inc,"
The Next Step in Live Event Merchandising
",890000,1-10,Acquired,sidestepapp.com,6.123287671232877,145346.75615212528,0,0,5.0
3060,2013-10-01,Startup,https://angel.co/company/siembra,Los Angeles,College Recruiting,Siembra,"
Academic Counseling Applications for the Latino Market
",150000,1-10,Seed,siembralatino.com,6.208219178082191,24161.51809355693,0,0,5.0
3061,2013-01-01,Startup,https://angel.co/company/sift-science,Seattle,Fraud Detection,Sift,"
Help customers proactively prevent fraud, streamline operations, and drive revenue growth.
",106600000,51-200,Series D,sift.com,6.956164383561644,15324537.219377708,1,1,125.0
3062,2012-04-01,Startup,https://angel.co/company/sifteo,San Francisco,Hardware + Software,Sifteo,"
Intelligent Blocks for Play & Learning
",16500000,11-50,-,sifteo.com,7.7095890410958905,2140191.897654584,1,1,25.0
3063,2013-09-01,Startup,https://angel.co/company/siftynet,Prague,B2B,SiftyNet,"
Online lead generation helping companies access high potential foreign opportunities
",20250,1-10,Seed,siftynet.com,6.2904109589041095,3219.1855400696863,0,0,5.0
3064,2015-07-01,Startup,https://angel.co/company/sighten,San Francisco,Residential Solar,Sighten,"
the new energy operating system
",3500000,11-50,Series A,sighten.io,4.46027397260274,784705.1597051597,1,0,25.0
3065,2011-09-01,Startup,https://angel.co/company/volunteerspot,Austin,Bridging Online and Offline,SignUp.com (formerly VolunteerSpot),"
Group and activity coordination for the mobile generation
",4100000,11-50,,SignUp.com,8.293150684931506,494383.878427486,1,0,25.0
3066,2012-06-01,Startup,https://angel.co/company/signal360-formerly-sonic-notify,New York City,Location Based Services,Signal360 (formerly Sonic Notify),"
",4550000,11-50,Acquired,sonicnotify.com,7.542465753424658,603250.9989102797,1,0,25.0
3067,2012-08-01,Startup,https://angel.co/company/signals,Delhi,Reviews and Recommendations,Signals,"
Your Smart Friend In Your Smart Phone 
",8000000,1-10,Acquired,getshifu.com,7.375342465753425,1084695.3937592867,1,0,5.0
3068,2015-08-01,Startup,https://angel.co/company/silicon-spice,-,Semiconductors,Silicon Spice,"
",1240000000,51-200,Acquired,,4.375342465753425,283406386.9755792,1,1,125.0
3069,2013-05-01,Startup,https://angel.co/company/silicon-valley-data-science,Silicon Valley,Data Mining,Silicon Valley Data Science,"
Make your intelligent business data driven
",3050000,1-10,Series A,svds.com,6.627397260273972,460210.83092186856,1,0,5.0
3070,2012-02-01,Startup,https://angel.co/company/silk,Amsterdam,SEO,Silk,"
The platform for structured content.
",3200000,11-50,Acquired,silk.co,7.873972602739726,406402.22686151706,1,0,25.0
3071,2015-11-01,Startup,https://angel.co/company/simba-education-1,Harare,Education Technology,Simba Education,"
Education Empowerment Entrepreneurship
",52161,1-10,Seed,simbaeducation.com,4.123287671232877,12650.34219269103,0,0,5.0
3072,2011-02-01,Startup,https://angel.co/company/simple-energy,Boulder,Energy Efficiency,Simple Energy,"
Enhanced, targeted customer engagement for utilities
",8916495,11-50,IPO,simpleenergy.com,8.873972602739727,1004791.8107440567,1,0,25.0
3073,2017-04-01,Startup,https://angel.co/company/simple-habit,San Francisco,Subscription Businesses,Simple Habit,"
On a mission to help people live better, everyday
",10000000,1-10,Series A,simplehabit.com,2.706849315068493,3694331.983805668,1,0,5.0
3074,2016-01-01,Startup,https://angel.co/company/simplehealth,New York City,Mobile Health,Simple Health,"
Care that fits your life.
",26000000,51-200,Series B,"simplehealth.com,",3.956164383561644,6572022.160664819,1,1,125.0
3075,2013-10-01,Startup,https://angel.co/company/simpledeal,Seal Beach,Mobile Commerce,SimpleDeal,"
Fixing what Groupon & Yelp have broken. Doing what mobile advertising can't.
",102500,1-10,Seed,simpledealapp.com,6.208219178082191,16510.3706972639,0,0,5.0
3076,2012-09-01,Startup,https://angel.co/company/simpletuition,Boston,Price Comparison,SimpleTuition,"
Making Higher Education Affordable Again
",26900000,11-50,-,simpletuition.com,7.2904109589041095,3689778.2788425405,1,1,25.0
3077,2011-12-01,Startup,https://angel.co/company/simplibuy-technologies,Pune,Comparison Shopping,SimpliBuy Technologies,"
Find best places to shop in your city
",200000,11-50,,wicfy.com,8.043835616438356,24863.76021798365,0,0,25.0
3078,2013-11-01,Startup,https://angel.co/company/simplifit,San Francisco,Fitness,SimpliFit,"
Weight Loss for the 21st Century
",20000,1-10,Seed,getSimpliFit.com,6.123287671232877,3266.219239373602,0,0,5.0
3079,2014-04-01,Startup,https://angel.co/company/simplisafe,Boston,Internet of Things,SimpliSafe,"
The best self-installed wireless home security system.
",57000000,51-200,,simplisafe.com,5.7095890410958905,9983205.374280231,1,1,125.0
3080,2014-01-01,Startup,https://angel.co/company/simplicity-health-systems,Dallas,Mobile Health,Simplicity Health Systems,"
IFTTT or Zapier for Healthcare
",500000,1-10,Seed,simplicityhealthsystems.com,5.956164383561644,83946.64213431462,0,0,5.0
3081,2013-05-01,Startup,https://angel.co/company/simplify,New York City,Investment Management,Simplify,"
Research,Trading, Management & Reporting of Hedge & Private Equity Funds
",830000,11-50,Seed,simplify-llc.com,6.627397260273972,125237.70152955767,0,0,25.0
3082,2012-03-01,Startup,https://angel.co/company/simplivity,Westborough,Data Center Automation,Simplivity,"
Data center in a box.
",276000000,11-50,Series D,simplivity.com,7.794520547945205,35409490.33391916,1,1,25.0
3083,2014-02-01,Startup,https://angel.co/company/simppler,San Mateo,Human Resources,Simppler,"
Hire the best people your employees know
",1200000,11-50,Seed,simppler.com,5.8712328767123285,204386.37424171722,0,0,25.0
3084,2012-10-01,Startup,https://angel.co/company/simraceway-online-racing-world,San Francisco,Gambling,Simraceway Online Racing World,"
Virtual Racing Online for Free or Cash
",14025500,11-50,-,simraceway.com,7.208219178082191,1945764.9182820222,1,1,25.0
3085,2013-02-01,Startup,https://angel.co/company/singspiel,Toronto,Music,Singspiel,"
Learn to play piano using songs you love.
",430000,1-10,Seed,getsingspiel.com,6.8712328767123285,62579.74481658692,0,0,5.0
3086,2016-01-01,Startup,https://angel.co/company/singular-3,San Francisco,Mobile Advertising,Singular,"
Mobile Marketing Simplified
",20000000,51-200,Series A,singular.net,3.956164383561644,5055401.662049862,1,1,125.0
3087,2015-02-01,Startup,https://angel.co/company/skidos-learning,Copenhagen,Kids,Skidos Labs,"
Building the ""Netflix of Educational Games""
",92000,11-50,Seed,skidos.com,4.8712328767123285,18886.389201349833,0,0,25.0
3088,2014-02-01,Startup,https://angel.co/company/skigit,Tampa,Social Media,Skigit,"
Turning Entertaining Consumer Video into Brand Promotions
",30000,1-10,,mavensoft.org,5.8712328767123285,5109.659356042931,0,0,5.0
3089,2013-06-01,Startup,https://angel.co/company/skilljar,Seattle,B2B,Skilljar,"
Customer training made simple
",3700000,51-200,Seed,skilljar.com,6.542465753424658,565536.013400335,1,0,125.0
3090,2012-10-01,Startup,https://angel.co/company/skillz,San Francisco,Application Platforms,Skillz,"
The leading marketplace platform for competition-based mobile games
",65000000,201-500,Series D,skillz.com,7.208219178082191,9017483.846446218,1,1,350.0
3091,2011-09-01,Startup,https://angel.co/company/skimlinks,London,Advertising Platforms,Skimlinks,"
Tech company building impactful products; connecting publishers, merchants & audiences.
",25320000,11-50,Series C,skimlinks.com,8.293150684931506,3053121.902874133,1,1,25.0
3092,2014-06-01,Startup,https://angel.co/company/skubana,New York City,Retail Technology,Skubana,"
E-commerce Synchronization and Acceleration Platform
",750000,1-10,Seed,skubana.com,5.542465753424658,135318.83341571921,0,0,5.0
3093,2015-05-01,Startup,https://angel.co/company/skurt,Los Angeles,Online Travel,Skurt,"
Drive Anywhere.
",11300000,,Series A,skurt.com,4.627397260273972,2441977.501480166,1,0,
3094,2012-08-01,Startup,https://angel.co/company/sky-software,Melbourne,SaaS,Sky Software,"
CRM for education providers
",2000000,51-200,Seed,Www.Skysoftware.com,7.375342465753425,271173.8484398217,0,0,125.0
3095,2015-01-01,Startup,https://angel.co/company/sky4people,Bratislava,Mobile Advertising,Sky4People,"
App where wishes are coming true (Wishlist4People)
",120000,1-10,Seed,sky4people.com,4.956164383561644,24212.271973466002,0,0,5.0
3096,2012-12-01,Startup,https://angel.co/company/skygiraffe,San Francisco,Corporate IT,SkyGiraffe,"
Enterprise-Grade Mobility. 
",10500000,11-50,Acquired,skygiraffe.com,7.041095890410959,1491245.1361867704,1,0,25.0
3097,2012-08-01,Startup,https://angel.co/company/skymind,San Francisco,Predictive Analytics,Skymind,"
Distributed, open-core deep learning for enterprise
",3000000,11-50,,skymind.io,7.375342465753425,406760.7726597325,1,0,25.0
3098,2013-04-01,Startup,https://angel.co/company/skyward,Portland,Mobile Commerce,Skyward,"
Powering the global aerial robotics network
",5600000,11-50,Acquired,skyward.io,6.7095890410958905,834626.3781135157,1,0,25.0
3099,2016-03-01,Startup,https://angel.co/company/sleeperhq,San Francisco,Chat,Sleeper,"
Fantasy leagues with friends
",7300000,11-50,Series A,sleeper.app,3.791780821917808,1925216.7630057803,1,0,25.0
3100,2014-07-01,Startup,https://angel.co/company/sliced-investing,San Francisco,Investment Management,Sliced Investing,"
Hedge Fund Investing, simplified.
",2000000,1-10,Seed,slicedinvesting.com,5.46027397260274,366281.9869543402,0,0,5.0
3101,2013-08-01,Startup,https://angel.co/company/slidebean,San José,Presentations,Slidebean,"
Presentations that design themselves
",1080000,11-50,Seed,slidebean.com,6.375342465753425,169402.6643747314,0,0,25.0
3102,2013-07-01,Startup,https://angel.co/company/slingr,San Jose,Mobile Commerce,Slingr,"
Location-Based Social Commerce
",455000,1-10,Seed,Slingr.net,6.46027397260274,70430.44953350296,0,0,5.0
3103,2014-01-01,Startup,https://angel.co/company/slope,Seattle,B2B,Slope,"
Project management for marketing and creative teams
",390000,1-10,Seed,goslope.com,5.956164383561644,65478.38086476541,0,0,5.0
3104,2013-04-01,Startup,https://angel.co/company/slyce,Philadelphia,Mobile Commerce,Slyce,"
Shop the world you see.
",37450000,11-50,,slyce.it,6.7095890410958905,5581563.903634137,1,1,25.0
3105,2014-12-01,Startup,https://angel.co/company/smarking,San Francisco,Predictive Analytics,Smarking,"
Data Analytics for Parking
",3000000,11-50,Seed,smarking.com,5.041095890410959,595108.695652174,1,0,25.0
3106,2014-01-01,Startup,https://angel.co/company/smartvisionlabs,New York City,Mobile Health,Smart Vision Labs,"
building a better vision exam
",6100000,11-50,Series A,smartvisionlabs.com,5.956164383561644,1024149.0340386385,1,0,25.0
3107,2015-11-01,Startup,https://angel.co/company/smartgurlz,San Jose,Consumer Electronics,SmartGurlz,"
Teaching Coding and Robotics to Girls
",1369535,1-10,Seed,smartgurlz.com,4.123287671232877,332146.36212624586,0,0,5.0
3108,2014-04-01,Startup,https://angel.co/company/smartlockr,Amsterdam,File Sharing,SmartLockr,"
We ensure that you can continue to use email, but with the safety standards of today. 
",412000,11-50,Seed,smartlockr.eu,5.7095890410958905,72159.30902111324,0,0,25.0
3109,2014-07-01,Startup,https://angel.co/company/smartnews-2,San Francisco,Mobile Advertising,SmartNews,"
",88200000,51-200,,smartnews.com,5.46027397260274,16153035.624686403,1,1,125.0
3110,2012-08-01,Startup,https://angel.co/company/smartrecruiters,San Francisco,Social Recruiting,SmartRecruiters,"
The Hiring Success Platform
",45000000,201-500,Series C,smartrecruiters.com,7.375342465753425,6101411.589895988,1,1,350.0
3111,2012-11-01,Startup,https://angel.co/company/smartthings,Palo Alto,Open Source,SmartThings,"
Hello, Smart Home http://vimeo.com/80932433
",215500000,51-200,Acquired,smartthings.com,7.123287671232877,30252884.615384616,1,1,125.0
3112,2012-06-01,Startup,https://angel.co/company/smartcar,Mountain View,Developer APIs,Smartcar,"
The car API for developers
",12000000,11-50,Series A,smartcar.com,7.542465753424658,1590991.6454776607,1,0,25.0
3113,2012-11-01,Startup,https://angel.co/company/smarterer,Boston,Human Resources,Smarterer,"
Quantify skills in as few as 2 minutes.
",79600000,11-50,Acquired,smarterer.com,7.123287671232877,11174615.384615384,1,1,25.0
3114,2014-07-01,Startup,https://angel.co/company/smartestk12,Los Angeles,K-12 Education,SmartestK12,"
Real-Time Classroom Analytics
",750000,1-10,Seed,SmartestK12.com,5.46027397260274,137355.74510787756,0,0,5.0
3115,2013-11-01,Startup,https://angel.co/company/smile-mom,San Francisco,Q&A,Smile Mom,"
Your local moms community. Find moms in your area with similar age kids. (Techstars '14)
",1000000,1-10,Seed,smile.co,6.123287671232877,163310.9619686801,0,0,5.0
3116,2014-01-01,Startup,https://angel.co/company/snaapiq-1,Los Angeles,Photo Sharing,Snaapiq,"
Crowdsourced advertising through visual storytelling
",188000,1-10,Seed,snaapiq.com,5.956164383561644,31563.937442502298,0,0,5.0
3117,2012-01-01,Startup,https://angel.co/company/snap-fashion,London,Visual Search,Snap Tech,"
AI and ML for finding anything from a photo, specialising in fashion
",3500000,11-50,Series A,snaptech.ai,7.958904109589041,439759.0361445783,1,0,25.0
3118,2013-10-01,Startup,https://angel.co/company/snapbatch,Cleveland,Events,SnapBatch,"
Real-time mobile gaming platform for everything live.
",140000,1-10,Seed,snapbatch.com,6.208219178082191,22550.750220653135,0,0,5.0
3119,2013-02-01,Startup,https://angel.co/company/snapdash,Washington DC,Photo Sharing,SnapDash,"
Casual photos and selfies - gamified.
",85000,1-10,Seed,snapdash.net,6.8712328767123285,12370.414673046253,0,0,5.0
3120,2013-04-01,Startup,https://angel.co/company/snapmd,Los Angeles,Mobile Health,SnapMD,"
Virtual Office Visits for Patients and Doctors
",9263000,11-50,Series A,snap.md,6.7095890410958905,1380561.4536545528,1,0,25.0
3121,2014-05-01,Startup,https://angel.co/company/snapchat,Los Angeles,Video Streaming,Snapchat,"
It's about the moment, a connection between friends, and not just a pretty picture
",3819085000,51-200,,snap.com,5.627397260273972,678659213.7293087,1,1,125.0
3122,2012-08-01,Startup,https://angel.co/company/snapwire,Santa Barbara,Social Media,Snapwire,"
An on demand photo assignment marketplace
",2000000,1-10,Seed,snapwi.re,7.375342465753425,271173.8484398217,0,0,5.0
3123,2011-11-01,Startup,https://angel.co/company/snipsnap,Philadelphia,Mobile Commerce,SnipSnap,"
Crowdsourced Mobile Coupon App
",8900000,1-10,Acquired,snipsnap.it,8.126027397260273,1095246.1227242078,1,0,5.0
3124,2014-12-01,Startup,https://angel.co/company/snips,Paris,Internet of Things,Snips,"
Private by Design voice assistant that runs on the edge
",19300000,51-200,Series A,snips.ai,5.041095890410959,3828532.6086956523,1,1,125.0
3125,2012-04-01,Startup,https://angel.co/company/snowshoe-stamp,San Francisco,Mobile Games,SnowShoe Stamp,"
Unlock magic with a touch of plastic.
",3477000,1-10,,snowshoestamp.com,7.7095890410958905,450996.8017057569,1,0,5.0
3126,2015-05-01,Startup,https://angel.co/company/snowflake-computing,San Mateo,Databases,Snowflake Computing,"
",71000000,51-200,Series B,snowflake.net,4.627397260273972,15343398.460627591,1,1,125.0
3127,2014-07-01,Startup,https://angel.co/company/so-i-heard-music,New York City,K-12 Education,So.i.Heard Music,"
21st Century Music Education
",300000,11-50,Seed,soiheardmusic.com,5.46027397260274,54942.29804315103,0,0,25.0
3128,2011-11-01,Startup,https://angel.co/company/sofi-1,San Francisco,Consumer Lending,SoFi,"
You’ve got money, career, and relationship goals. We’ll help you achieve them.
",1712200000,501-1000,Series D,sofi.com,8.126027397260273,210705664.19420096,1,1,750.0
3129,2014-11-01,Startup,https://angel.co/company/sober,San Francisco,Online Dating,Sober,"
Tinder for sober people
",150000,1-10,Seed,sober.ly,5.123287671232877,29278.07486631016,0,0,5.0
